Date,Open,High,Low,Close,Volume,Ticker
2025-11-24 14:30:00,270.8999938964844,277.0,270.8999938964844,275.9200134277344,65585800,AAPL
2025-11-25 14:30:00,275.2699890136719,280.3800048828125,275.25,276.9700012207031,46914200,AAPL
2025-11-26 14:30:00,276.9599914550781,279.5299987792969,276.6300048828125,277.54998779296875,33431400,AAPL
2025-11-28 14:30:00,277.260009765625,279.0,275.989990234375,278.8500061035156,20135600,AAPL
2025-12-01 14:30:00,278.010009765625,283.4200134277344,276.1400146484375,283.1000061035156,46587700,AAPL
2025-12-02 14:30:00,283.0,287.3999938964844,282.6300048828125,286.19000244140625,53669500,AAPL
2025-12-03 14:30:00,286.20001220703125,288.6199951171875,283.29998779296875,284.1499938964844,43538700,AAPL
2025-12-04 14:30:00,284.1000061035156,284.7300109863281,278.5899963378906,280.70001220703125,43989100,AAPL
2025-12-05 14:30:00,280.5400085449219,281.1400146484375,278.04998779296875,278.7799987792969,47265800,AAPL
2025-12-08 14:30:00,278.1300048828125,279.6700134277344,276.1499938964844,277.8900146484375,38211800,AAPL
2025-12-09 14:30:00,278.1600036621094,280.0299987792969,276.9200134277344,277.17999267578125,32193300,AAPL
2025-12-10 14:30:00,277.75,279.75,276.44000244140625,278.7799987792969,33038300,AAPL
2025-12-11 14:30:00,279.1000061035156,279.5899963378906,273.80999755859375,278.0299987792969,33248000,AAPL
2025-12-12 14:30:00,277.8999938964844,279.2200012207031,276.82000732421875,278.2799987792969,39532900,AAPL
2025-12-15 14:30:00,280.1499938964844,280.1499938964844,272.8399963378906,274.1099853515625,50409100,AAPL
2025-12-16 14:30:00,272.82000732421875,275.5,271.7900085449219,274.6099853515625,37648600,AAPL
2025-12-17 14:30:00,275.010009765625,276.1600036621094,271.6400146484375,271.8399963378906,50138700,AAPL
2025-12-18 14:30:00,273.6099853515625,273.6300048828125,266.95001220703125,272.19000244140625,51630700,AAPL
2025-12-19 14:30:00,272.1499938964844,274.6000061035156,269.8999938964844,273.6700134277344,144632000,AAPL
2025-12-22 14:30:00,272.8599853515625,273.8800048828125,270.510009765625,270.9700012207031,36571800,AAPL
2025-12-23 14:30:00,270.8399963378906,272.5,269.55999755859375,272.3599853515625,29642000,AAPL
2025-12-24 14:30:00,272.3399963378906,275.42999267578125,272.20001220703125,273.80999755859375,17910600,AAPL
2025-12-26 14:30:00,274.1600036621094,275.3699951171875,272.8599853515625,273.3999938964844,21521800,AAPL
2025-12-29 14:30:00,272.69000244140625,274.3599853515625,272.3500061035156,273.760009765625,23715200,AAPL
2025-12-30 14:30:00,272.80999755859375,274.0799865722656,272.2799987792969,273.0799865722656,22139600,AAPL
2025-12-31 14:30:00,273.05999755859375,273.67999267578125,271.75,271.8599853515625,27293600,AAPL
2026-01-02 14:30:00,272.260009765625,277.8399963378906,269.0,271.010009765625,37838100,AAPL
2026-01-05 14:30:00,270.6400146484375,271.510009765625,266.1400146484375,267.260009765625,45647200,AAPL
2026-01-06 14:30:00,267.0,267.54998779296875,262.1199951171875,262.3599853515625,52352100,AAPL
2026-01-07 14:30:00,263.20001220703125,263.67999267578125,259.80999755859375,260.3299865722656,48309800,AAPL
2026-01-08 14:30:00,257.0199890136719,259.2900085449219,255.6999969482422,259.0400085449219,50419300,AAPL
2026-01-09 14:30:00,259.0799865722656,260.2099914550781,256.2200012207031,259.3699951171875,39997000,AAPL
2026-01-12 14:30:00,259.1600036621094,261.29998779296875,256.79998779296875,260.25,45263800,AAPL
2026-01-13 14:30:00,258.7200012207031,261.80999755859375,258.3900146484375,261.04998779296875,45730800,AAPL
2026-01-14 14:30:00,259.489990234375,261.82000732421875,256.7099914550781,259.9599914550781,40019400,AAPL
2026-01-15 14:30:00,260.6499938964844,261.0400085449219,257.04998779296875,258.2099914550781,39388600,AAPL
2026-01-16 14:30:00,257.8999938964844,258.8999938964844,254.92999267578125,255.52999877929688,72142800,AAPL
2026-01-20 14:30:00,252.72999572753906,254.7899932861328,243.4199981689453,246.6999969482422,80267500,AAPL
2026-01-21 14:30:00,248.6999969482422,251.55999755859375,245.17999267578125,247.64999389648438,54641700,AAPL
2026-01-22 14:30:00,249.1999969482422,251.0,248.14999389648438,248.35000610351562,39708300,AAPL
2026-01-23 14:30:00,247.32000732421875,249.41000366210938,244.67999267578125,248.0399932861328,41689000,AAPL
2026-01-26 14:30:00,251.47999572753906,256.55999755859375,249.8000030517578,255.41000366210938,55969200,AAPL
2026-01-27 14:30:00,259.1700134277344,261.95001220703125,258.2099914550781,258.2699890136719,49648300,AAPL
2026-01-28 14:30:00,257.6499938964844,258.8599853515625,254.50999450683594,256.44000244140625,41288000,AAPL
2026-01-29 14:30:00,258.0,259.6499938964844,254.41000366210938,258.2799987792969,67253000,AAPL
2026-01-30 14:30:00,255.1699981689453,261.8999938964844,252.17999267578125,259.4800109863281,92443400,AAPL
2026-02-02 14:30:00,260.0299987792969,270.489990234375,259.2099914550781,270.010009765625,73913400,AAPL
2026-02-03 14:30:00,269.20001220703125,271.8800048828125,267.6099853515625,269.4800109863281,64394700,AAPL
2026-02-04 14:30:00,272.2900085449219,278.95001220703125,272.2900085449219,276.489990234375,90545700,AAPL
2026-02-05 14:30:00,278.1300048828125,279.5,273.2300109863281,275.9100036621094,52977400,AAPL
2026-02-06 14:30:00,277.1199951171875,280.9100036621094,276.92999267578125,278.1199951171875,50453400,AAPL
2026-02-09 14:30:00,277.9100036621094,278.20001220703125,271.70001220703125,274.6199951171875,44623400,AAPL
2026-02-10 14:30:00,274.8900146484375,275.3699951171875,272.94000244140625,273.67999267578125,34376900,AAPL
2026-02-11 14:30:00,274.70001220703125,280.17999267578125,274.45001220703125,275.5,51931300,AAPL
2026-02-12 14:30:00,275.5899963378906,275.7200012207031,260.17999267578125,261.7300109863281,81077200,AAPL
2026-02-13 14:30:00,262.010009765625,262.2300109863281,255.4499969482422,255.77999877929688,56290700,AAPL
2026-02-17 14:30:00,258.04998779296875,266.2900085449219,255.5399932861328,263.8800048828125,58469100,AAPL
2026-02-18 14:30:00,263.6000061035156,266.82000732421875,262.45001220703125,264.3500061035156,34203300,AAPL
2026-02-19 14:30:00,262.6000061035156,264.4800109863281,260.04998779296875,260.5799865722656,30845300,AAPL
2026-02-20 14:30:00,258.9700012207031,264.75,258.1600036621094,264.5799865722656,42070500,AAPL
2026-02-23 14:30:00,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,AAPL
2026-02-24 14:30:00,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,AAPL
2026-02-25 14:30:00,271.7799987792969,274.94000244140625,271.04998779296875,274.2300109863281,33714300,AAPL
2026-02-26 14:30:00,274.95001220703125,276.1099853515625,270.79998779296875,272.95001220703125,32345100,AAPL
2026-02-27 14:30:00,272.80999755859375,272.80999755859375,262.8900146484375,264.17999267578125,72366500,AAPL
2026-03-02 14:30:00,262.4100036621094,266.5299987792969,260.20001220703125,264.7200012207031,41827900,AAPL
2026-03-03 14:30:00,263.4800109863281,265.55999755859375,260.1300048828125,263.75,38568900,AAPL
2026-03-04 14:30:00,264.6499938964844,266.1499938964844,261.4200134277344,262.5199890136719,39803100,AAPL
2026-03-05 14:30:00,260.7900085449219,261.55999755859375,257.25,260.2900085449219,49658600,AAPL
2026-03-06 14:30:00,258.6300048828125,258.7699890136719,254.3699951171875,257.4599914550781,41120000,AAPL
2026-03-09 13:30:00,255.69000244140625,261.1499938964844,253.67999267578125,259.8800048828125,38218500,AAPL
2026-03-10 13:30:00,257.6499938964844,262.4800109863281,256.95001220703125,260.8299865722656,30590800,AAPL
2026-03-11 13:30:00,261.0899963378906,262.1300048828125,259.54998779296875,260.80999755859375,26218900,AAPL
2026-03-12 13:30:00,258.6600036621094,258.95001220703125,254.17999267578125,255.75999450683594,40794000,AAPL
2026-03-13 13:30:00,255.47999572753906,256.3299865722656,249.52000427246094,250.1199951171875,36930000,AAPL
2026-03-16 13:30:00,252.11000061035156,253.88999938964844,249.8800048828125,252.82000732421875,32074200,AAPL
2026-03-17 13:30:00,252.9600067138672,255.1300048828125,252.17999267578125,254.22999572753906,32361600,AAPL
2026-03-18 13:30:00,252.6300048828125,254.94000244140625,249.0,249.94000244140625,35757900,AAPL
2026-03-19 13:30:00,249.39999389648438,251.8300018310547,247.3000030517578,248.9600067138672,34864100,AAPL
2026-03-20 13:30:00,247.97999572753906,249.1999969482422,246.0,247.99000549316406,88331100,AAPL
2026-03-23 13:30:00,253.97000122070312,254.60000610351562,250.27999877929688,251.49000549316406,40546100,AAPL
2026-03-24 13:30:00,250.35000610351562,254.8300018310547,249.5500030517578,251.63999938964844,45152300,AAPL
2026-03-25 13:30:00,254.10000610351562,255.0,251.60000610351562,252.6199951171875,28476700,AAPL
2026-03-26 13:30:00,252.1199951171875,257.0,250.77000427246094,252.88999938964844,41796700,AAPL
2026-03-27 13:30:00,253.89999389648438,255.49000549316406,248.07000732421875,248.8000030517578,47900000,AAPL
2026-03-30 13:30:00,250.07000732421875,250.8699951171875,245.50999450683594,246.6300048828125,39446200,AAPL
2026-03-31 13:30:00,247.91000366210938,255.47999572753906,247.10000610351562,253.7899932861328,49598100,AAPL
2026-04-01 13:30:00,254.0800018310547,256.17999267578125,253.3300018310547,255.6300048828125,40059400,AAPL
2026-04-02 13:30:00,254.1999969482422,256.1300048828125,250.64999389648438,255.9199981689453,31289400,AAPL
2026-04-06 13:30:00,256.510009765625,262.1600036621094,256.4599914550781,258.8599853515625,29329900,AAPL
2026-04-07 13:30:00,256.1600036621094,256.20001220703125,245.6999969482422,253.5,62148000,AAPL
