title,description,full_text,url,source_name,source_url,image_url,published_date,search_query,firm_name,keyword_used,collection_date
Why the CEO of Oreo Maker Mondelez Isn’t Scared of Ozempic - Barron's,Why the CEO of Oreo Maker Mondelez Isn’t Scared of Ozempic  Barron's,Why the CEO of Oreo Maker Mondelez Isn’t Scared of Ozempic  Barron's,https://news.google.com/rss/articles/CBMijwFBVV95cUxOdVdmb3IyUFBLbFpKVmhWNzJWMDU0NjYwby1zc1JmVlAtVUotZ2RTQzRHOGdBSjJ2aUpNNG5RengxN2UtYkR5RTRFR05DMzBNeTM3TzMxV19QSzVydlZERVV0NmQwZ3lOMG5yMEl5R1ltdnY5RFBwY1c4YjQwTkhCOEFyMGtlRWF1UkZLV0pvQQ?oc=5&hl=en-US&gl=US&ceid=US:en,,,,2026-04-09 16:24:52.818701,"""Mondelez"" ""Ozempic""",Mondelez,Ozempic,2026-04-09 16:24:52.818703
CEO of Oreo Maker Mondelez Sees Very Limited Impact From Ozempic - Bloomberg.com,CEO of Oreo Maker Mondelez Sees Very Limited Impact From Ozempic  Bloomberg.com,CEO of Oreo Maker Mondelez Sees Very Limited Impact From Ozempic  Bloomberg.com,https://news.google.com/rss/articles/CBMitgFBVV95cUxPS2lGS0x3T0dKRmVLME44eGJ5bjJyNlpUVjliRGJmZTVmaGFOTzdOb2xCZnBlWkRBU1JVcU9zay01Q2NqcGxIaWZjMkpWNlVDdmFwa1RYSXZGYWduWVJLQWdXbDkxTjBJcGc4VGdMZ1ZaU2NvSXJwbUJfTDhFc2J6VXdTSWRuQzdFd1lyRlRFaURSNWhHNkVoR2RLOVNDc0pCNU94Tkg5U2c3VEFqb2tnaXdpRWtmUQ?oc=5&hl=en-US&gl=US&ceid=US:en,,,,2026-04-09 16:24:52.818890,"""Mondelez"" ""Ozempic""",Mondelez,Ozempic,2026-04-09 16:24:52.818892
Mondelez is reportedly exploring a Hershey acquisition. Drugs like Ozempic could justify a deal. - MarketWatch,Mondelez is reportedly exploring a Hershey acquisition. Drugs like Ozempic could justify a deal.  MarketWatch,Mondelez is reportedly exploring a Hershey acquisition. Drugs like Ozempic could justify a deal.  MarketWatch,https://news.google.com/rss/articles/CBMi6wFBVV95cUxNYzM0SXdKZ1hRcEpmaG0tbWEwNmZvX0tEN1k3ZVJGRXp5WU9vdmZCbjJtdGIybVl3bkdOeUNBd2ZSN3ZycktXdnNrbFZZUklFdVhFek9WUi12aXZ3bVRxQWEwN0MtZTdLVVBEaWlnMjdqUlpWankweS1pd1V0U21YamNMdE1SUGFWSm9xTTctaThKaGtxX2YwaC1DaDRlbkFUYzZNVG80XzNEa0lhcGhIZ0Y1SmFGay0xU2MyOUdGZUFsTXgyVDQtVFJwZFVHa2dwLUx1Y3NGWjlzTExzYlVEZUFKaTZ3M3ItdGRv?oc=5&hl=en-US&gl=US&ceid=US:en,,,,2026-04-09 16:24:52.818926,"""Mondelez"" ""Ozempic""",Mondelez,Ozempic,2026-04-09 16:24:52.818927
"People will keep eating Oreos despite Ozempic surge, according to CEO of maker Mondelez - Fortune","People will keep eating Oreos despite Ozempic surge, according to CEO of maker Mondelez  Fortune","People will keep eating Oreos despite Ozempic surge, according to CEO of maker Mondelez  Fortune",https://news.google.com/rss/articles/CBMiqgFBVV95cUxNRWw5LVBPTjZZSDFWeGhyekNHSzRtRUhtQmdiQkE4anpZSW9DbUk0UkpPNWswbV9QeTJrWmE4b3RRU0h3ZHE3eUVONVNwQ1Z4bEZ1bVRKbGRBcXZrMXhSWFZ3bHA4WmxXc1J4MUJxeUpPRW56SVVVYlFVb1gxSE9ZZ0tvMTUzOFJZem9ReURfMHpZdnlCRHg1cUJnaEZiaTVGM1lXVjVxd0ptZw?oc=5&hl=en-US&gl=US&ceid=US:en,,,,2026-04-09 16:24:52.818982,"""Mondelez"" ""Ozempic""",Mondelez,Ozempic,2026-04-09 16:24:52.818983
Mondelez joins food pack shrugging off GLP-1 sales impact - Global Food Industry News,Mondelez joins food pack shrugging off GLP-1 sales impact  Global Food Industry News,Mondelez joins food pack shrugging off GLP-1 sales impact  Global Food Industry News,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOdmpydlREMm5XZ3V4RWdIT1VQU29FN0N4aU5TNzNjRnItNVhhbUQyZVJ4MVMtUTRiUzN0YkFweVd6RWJOZFRWMHJFek4xUTNxbmdZZmNHcFZHSE1vdkdvcnJnNFVpWWdEZTdhLWp5VGpJN1ZIbzhOMl9NWjkyM0lPOTN4OHpsV2FoMkVtR1FZOHMyVWVST21wOFY5YUNQak9zd3QxM3B5YVFUR2M?oc=5&hl=en-US&gl=US&ceid=US:en,,,,2026-04-09 16:25:14.057679,"""Mondelez"" ""weight loss drugs""",Mondelez,weight loss drugs,2026-04-09 16:25:14.057679
Jim Cramer on Mondelez International (MDLZ) – “The Best Food Stock – Chocolate’s Surviving GLP-1 and That 3% Yield Looks Tasty” - Yahoo Finance,Jim Cramer on Mondelez International (MDLZ) – “The Best Food Stock – Chocolate’s Surviving GLP-1 and That 3% Yield Looks Tasty”  Yahoo Finance,Jim Cramer on Mondelez International (MDLZ) – “The Best Food Stock – Chocolate’s Surviving GLP-1 and That 3% Yield Looks Tasty”  Yahoo Finance,https://news.google.com/rss/articles/CBMijAFBVV95cUxQbEpiYnZKRzBCNGlPZ1U0YTJ0amI3eEt1SUR4TWxNd3JoOUJRSjYtYjRBNFRPTGJBMGpHdWNxMklxdFFZMExjT0tuQ3NTZzNVeVV2UXNnVGx2RlgzSEdjc3hVV1Y4c09pRy1WYXFTblFhZ2tXV0lRSDFGQWNGT3dlX0pYeE9SZWMzSWVTdg?oc=5&hl=en-US&gl=US&ceid=US:en,,,,2026-04-09 16:25:40.064798,"""Mondelez"" ""GLP-1""",Mondelez,GLP-1,2026-04-09 16:25:40.064799
"Mondelez is trading as if GLP-1 drugs don't exist, says Jim Cramer - CNBC","Mondelez is trading as if GLP-1 drugs don't exist, says Jim Cramer  CNBC","Mondelez is trading as if GLP-1 drugs don't exist, says Jim Cramer  CNBC",https://news.google.com/rss/articles/CBMiqwFBVV95cUxQMUhnOHN3ZzNqZlJMRVZRMndIY1prVlB6VnlYQ2NlWG5uYm5VcGpFV0FmTzY0b01PRDJIelIxVU9yaG41ejBrRWloX29MQjBwRk5haXAyNjg0Mmx2cGtOMk5hWnJyTFFjNnVkU0htekFtNmtrWm1tRlJfTnFBeXhfVThnb2JRVUJmdTY2RUZ5ZG12ZmxuT1Z0SlRyR3ZUdFFXc01mUDUyZGliSnM?oc=5&hl=en-US&gl=US&ceid=US:en,,,,2026-04-09 16:25:40.064856,"""Mondelez"" ""GLP-1""",Mondelez,GLP-1,2026-04-09 16:25:40.064857
Mondelez battles childhood obesity with Chomp and Fudge calorie reductions - The Grocer,Mondelez battles childhood obesity with Chomp and Fudge calorie reductions  The Grocer,Mondelez battles childhood obesity with Chomp and Fudge calorie reductions  The Grocer,https://news.google.com/rss/articles/CBMivwFBVV95cUxQR2dxTWJDLWM3QXFxWkdvMF9tTHhhRGZ2MXhGNUVjVWxVMVlLZVhSZ0UwZ2tkZnVaLU9xRlVEZWJ1QXF6dnRGbHN4dS0zOUp6V2Fockc0R3JlbTdfbEdPRXBXSm8wajRXZV9EaEUwZklPQ1A4SGFRR2xrdzAwbTJGVy1XUEFFSjJaaWJNRmRKQUZ3YndzR2xxX2xYc1BSWVZza1VSRk94SWVhcDVySVoyaElBVXp5Ni1faWdsdEd3RQ?oc=5&hl=en-US&gl=US&ceid=US:en,,,,2026-04-09 16:25:46.346358,"""Mondelez"" ""obesity""",Mondelez,obesity,2026-04-09 16:25:46.346358
